-0.9972071	-0.021261891	0.0	0.0
-0.9972096	-0.02152698	0.0	0.0
-0.99721193	-0.02117925	0.0	0.0
-0.99721044	-0.0213894	0.0	0.0
-0.9971737	-0.021962047	0.0	0.0
-0.99712944	-0.02209284	0.0	0.0
-0.99714977	-0.022017928	0.0	0.0
-0.9971669	-0.02213099	0.0	0.0
-0.9971996	-0.02223764	0.0	0.0
-0.99720067	-0.022064717	0.0	0.0
-0.9971867	-0.0221845	0.0	0.0
-0.9971707	-0.022092873	0.0	0.0
-0.9971049	-0.022594268	0.0	0.0
-0.99712986	-0.022206923	0.0	0.0
-0.9971397	-0.02198844	0.0	0.0
-0.99715465	-0.02211789	0.0	0.0
-0.9971222	-0.02262118	0.0	0.0
-0.99710995	-0.022866005	0.0	0.0
-0.9971155	-0.023483733	0.0	0.0
-0.99713385	-0.023459172	0.0	0.0
-0.9971469	-0.023567654	0.0	0.0
-0.9971694	-0.023093957	0.0	0.0
-0.99716294	-0.023500392	0.0	0.0
-0.99714804	-0.02353494	0.0	0.0
-0.9971519	-0.023629313	0.0	0.0
-0.9971611	-0.023458136	0.0	0.0
-0.99715924	-0.02305356	0.0	0.0
-0.9971403	-0.022937937	0.0	0.0
-0.9971595	-0.022778517	0.0	0.0
-0.9971166	-0.022827659	0.0	0.0
-0.99712825	-0.02324529	0.0	0.0
-0.9971084	-0.023630846	0.0	0.0
-0.9970915	-0.023586228	0.0	0.0
-0.997079	-0.023747474	0.0	0.0
-0.99709505	-0.02343157	0.0	0.0
-0.9971102	-0.023356354	0.0	0.0
-0.9971219	-0.023142494	0.0	0.0
-0.9971199	-0.023214575	0.0	0.0
-0.99715436	-0.023341665	0.0	0.0
-0.9971544	-0.023079516	0.0	0.0
-0.9971091	-0.023868047	0.0	0.0
-0.9971131	-0.023809226	0.0	0.0
-0.9971317	-0.023752106	0.0	0.0
-0.9971156	-0.024339424	0.0	0.0
-0.99715275	-0.02422823	0.0	0.0
-0.99713236	-0.02412091	0.0	0.0
-0.997135	-0.024555977	0.0	0.0
-0.99712986	-0.024494423	0.0	0.0
-0.9971191	-0.024368146	0.0	0.0
-0.9970756	-0.024510063	0.0	0.0
-0.9970574	-0.024242999	0.0	0.0
-0.997065	-0.023958195	0.0	0.0
-0.9970746	-0.023885857	0.0	0.0
-0.9971074	-0.023430256	0.0	0.0
-0.9970367	-0.023607291	0.0	0.0
-0.99711466	-0.022929056	0.0	0.0
-0.9970868	-0.022898745	0.0	0.0
-0.9970372	-0.022992434	0.0	0.0
-0.99703443	-0.022884427	0.0	0.0
-0.99703777	-0.022529555	0.0	0.0
-0.9970718	-0.022081835	0.0	0.0
-0.99705094	-0.02220246	0.0	0.0
-0.9970386	-0.021914264	0.0	0.0
-0.997012	-0.02261475	0.0	0.0
-0.99699956	-0.022088729	0.0	0.0
-0.9970408	-0.021629713	0.0	0.0
-0.99701816	-0.021403564	0.0	0.0
-0.99700046	-0.021070965	0.0	0.0
-0.99700594	-0.020899901	0.0	0.0
-0.99700016	-0.021183567	0.0	0.0
-0.9970334	-0.020869195	0.0	0.0
-0.99704117	-0.020912023	0.0	0.0
-0.9970718	-0.020951077	0.0	0.0
-0.9971082	-0.020928564	0.0	0.0
-0.9971482	-0.02115248	0.0	0.0
-0.99715066	-0.021356227	0.0	0.0
-0.99716514	-0.0209601	0.0	0.0
-0.99714977	-0.021191731	0.0	0.0
-0.9971312	-0.021144176	0.0	0.0
-0.9971548	-0.020519355	0.0	0.0
-0.99715483	-0.020991022	0.0	0.0
-0.99714416	-0.021027068	0.0	0.0
-0.99714303	-0.021573879	0.0	0.0
